"Exporter.ISO3","Importer.ISO3","Exporter.M49","Importer.M49","Year","Trade.Value.US","Weight"
"BLR","PRK","Eastern Europe","Eastern Asia",2019,112700,"distant"
"BLR","PRT","Eastern Europe","Southern Europe",2019,425500,"distant"
"BLR","PSE","Eastern Europe","Western Asia",2019,3500,"distant"
"BLR","PSE","Eastern Europe","Western Asia",2020,1124.07,"distant"
"BLR","PSE","Eastern Europe","Western Asia",2021,19586.14,"distant"
"BLR","QAT","Eastern Europe","Western Asia",2020,41100,"distant"
"BLR","QAT","Eastern Europe","Western Asia",2021,52800,"distant"
"BLR","ROU","Eastern Europe","Eastern Europe",2019,1705746.65,"distant"
"BLR","ROU","Eastern Europe","Eastern Europe",2020,11212671.8,"distant"
"BLR","ROU","Eastern Europe","Eastern Europe",2021,34863.05,"distant"
"BLR","RUS","Eastern Europe","Eastern Europe",2021,277893514.241,"adjacent"
"BLR","RUS","Eastern Europe","Eastern Europe",2020,253064832.23,"adjacent"
"BLR","RUS","Eastern Europe","Eastern Europe",2019,238168734,"adjacent"
"BLR","RWA","Eastern Europe","Eastern Africa",2020,200,"distant"
"BLR","SAU","Eastern Europe","Western Asia",2019,2972.53,"distant"
"BLR","SAU","Eastern Europe","Western Asia",2020,5144.53,"distant"
"BLR","SAU","Eastern Europe","Western Asia",2021,1529.6,"distant"
"BLR","SDN","Eastern Europe","Northern Africa",2019,6800,"distant"
"BLR","SDN","Eastern Europe","Northern Africa",2020,1300,"distant"
"BLR","SDN","Eastern Europe","Northern Africa",2021,2600,"distant"
"BLR","SGP","Eastern Europe","South-eastern Asia",2020,818.178,"distant"
"BLR","SGP","Eastern Europe","South-eastern Asia",2021,11125.557,"distant"
"BLR","SOM","Eastern Europe","Eastern Africa",2019,10100,"distant"
"BLR","SOM","Eastern Europe","Eastern Africa",2021,5600,"distant"
"BLR","SRB","Eastern Europe","Southern Europe",2019,785,"distant"
"BLR","SRB","Eastern Europe","Southern Europe",2020,344,"distant"
"BLR","SRB","Eastern Europe","Southern Europe",2021,4297,"distant"
"BLR","SVK","Eastern Europe","Eastern Europe",2019,166937.231,"distant"
"BLR","SVK","Eastern Europe","Eastern Europe",2020,106922.11,"distant"
"BLR","SVK","Eastern Europe","Eastern Europe",2021,396917.003,"distant"
"BLR","SVN","Eastern Europe","Southern Europe",2019,25.49,"distant"
"BLR","SVN","Eastern Europe","Southern Europe",2020,137.39,"distant"
"BLR","SVN","Eastern Europe","Southern Europe",2021,11.712,"distant"
"BLR","SWE","Eastern Europe","Northern Europe",2020,108.574,"distant"
"BLR","SYR","Eastern Europe","Western Asia",2019,1059200,"distant"
"BLR","SYR","Eastern Europe","Western Asia",2020,656700,"distant"
"BLR","SYR","Eastern Europe","Western Asia",2021,701900,"distant"
"BLR","THA","Eastern Europe","South-eastern Asia",2019,99027.4,"distant"
"BLR","THA","Eastern Europe","South-eastern Asia",2020,15970.12,"distant"
"BLR","TJK","Eastern Europe","Central Asia",2019,384069,"distant"
"BLR","TJK","Eastern Europe","Central Asia",2020,364864,"distant"
"BLR","TJK","Eastern Europe","Central Asia",2021,426243,"distant"
"BLR","TKM","Eastern Europe","Central Asia",2019,2628900,"distant"
"BLR","TKM","Eastern Europe","Central Asia",2020,2287700,"distant"
"BLR","TKM","Eastern Europe","Central Asia",2021,1663700,"distant"
"BLR","TUR","Eastern Europe","Western Asia",2019,100728,"distant"
"BLR","TUR","Eastern Europe","Western Asia",2020,659165,"distant"
"BLR","TUR","Eastern Europe","Western Asia",2021,436030,"distant"
"BLR","UGA","Eastern Europe","Eastern Africa",2019,1158,"distant"
"BLR","UGA","Eastern Europe","Eastern Africa",2020,69460,"distant"
"BLR","UGA","Eastern Europe","Eastern Africa",2021,81000,"distant"
"BLR","UKR","Eastern Europe","Eastern Europe",2020,6375907.39,"adjacent"
"BLR","UKR","Eastern Europe","Eastern Europe",2019,7337484.31,"adjacent"
"BLR","UKR","Eastern Europe","Eastern Europe",2021,6958015.26,"adjacent"
"BLR","USA","Eastern Europe","Northern America",2019,5001,"distant"
"BLR","USA","Eastern Europe","Northern America",2020,11198,"distant"
"BLR","USA","Eastern Europe","Northern America",2021,184879,"distant"
"BLR","UZB","Eastern Europe","Central Asia",2019,9101701.95,"distant"
"BLR","UZB","Eastern Europe","Central Asia",2020,17065807.98,"distant"
"BLR","UZB","Eastern Europe","Central Asia",2021,11922029.33,"distant"
"BLR","VEN","Eastern Europe","South America",2019,215800,"distant"
"BLR","VEN","Eastern Europe","South America",2021,500,"distant"
"BLR","VNM","Eastern Europe","South-eastern Asia",2019,2844957.38,"distant"
"BLR","VNM","Eastern Europe","South-eastern Asia",2020,4052747.745,"distant"
"BLR","VNM","Eastern Europe","South-eastern Asia",2021,5282514.995,"distant"
"BLR","YEM","Eastern Europe","Western Asia",2019,20000,"distant"
"BLR","YEM","Eastern Europe","Western Asia",2020,90500,"distant"
"BLR","YEM","Eastern Europe","Western Asia",2021,126100,"distant"
"BLZ","AGO","Central America","Middle Africa",2021,214070.728,"distant"
"BLZ","ARE","Central America","Western Asia",2021,899.115,"distant"
"BLZ","ARG","Central America","South America",2019,2520.605,"distant"
"BLZ","ATG","Central America","Caribbean",2019,25.22,"distant"
"BLZ","AUS","Central America","Australia and New Zealand",2019,91049.921,"distant"
"BLZ","AUS","Central America","Australia and New Zealand",2020,148734.006,"distant"
"BLZ","AUS","Central America","Australia and New Zealand",2021,266449.62,"distant"
"BLZ","BEL","Central America","Western Europe",2019,72.508,"distant"
"BLZ","BRA","Central America","South America",2020,4530,"distant"
"BLZ","BRB","Central America","Caribbean",2020,13771.5,"distant"
"BLZ","BRB","Central America","Caribbean",2021,1446,"distant"
"BLZ","CAN","Central America","Northern America",2019,82343.415,"distant"
"BLZ","CAN","Central America","Northern America",2020,1.491,"distant"
"BLZ","CAN","Central America","Northern America",2021,7940.173,"distant"
"BLZ","CHE","Central America","Western Europe",2019,950737.42,"distant"
"BLZ","CHE","Central America","Western Europe",2020,566465.755,"distant"
"BLZ","CHE","Central America","Western Europe",2021,64.555,"distant"
"BLZ","CHN","Central America","Eastern Asia",2020,15,"distant"
"BLZ","CHN","Central America","Eastern Asia",2021,577.02,"distant"
"BLZ","COL","Central America","South America",2019,29610.04,"distant"
"BLZ","CRI","Central America","Central America",2019,2745.83,"distant"
"BLZ","CRI","Central America","Central America",2020,2299.97,"distant"
"BLZ","CRI","Central America","Central America",2021,444592.97,"distant"
"BLZ","CUB","Central America","Caribbean",2019,58.51,"distant"
"BLZ","CYM","Central America","Caribbean",2020,14508.108,"distant"
"BLZ","DEU","Central America","Western Europe",2019,132968.125,"distant"
"BLZ","DEU","Central America","Western Europe",2020,18423.98,"distant"
"BLZ","DOM","Central America","Caribbean",2019,11148.176,"distant"
"BLZ","DOM","Central America","Caribbean",2020,5774.94,"distant"
"BLZ","DOM","Central America","Caribbean",2021,22765.618,"distant"
"BLZ","FRA","Central America","Western Europe",2020,527.166,"distant"
"BLZ","FRA","Central America","Western Europe",2021,7716.94,"distant"
"BLZ","GBR","Central America","Northern Europe",2019,5238.545,"distant"
"BLZ","GBR","Central America","Northern Europe",2020,2955.633,"distant"
"BLZ","GRD","Central America","Caribbean",2019,2220.741,"distant"
"BLZ","GRD","Central America","Caribbean",2020,7605.556,"distant"
"BLZ","GRD","Central America","Caribbean",2021,245.185,"distant"
"BLZ","GTM","Central America","Central America",2019,5558,"adjacent"
"BLZ","GTM","Central America","Central America",2021,10243.71,"adjacent"
"BLZ","GTM","Central America","Central America",2020,5601,"adjacent"
"BLZ","GUY","Central America","South America",2021,562.22,"distant"
"BLZ","HND","Central America","Central America",2019,76.03,"adjacent"
"BLZ","HND","Central America","Central America",2020,3647.31,"adjacent"
"BLZ","HND","Central America","Central America",2021,1590,"adjacent"
"BLZ","HUN","Central America","Eastern Europe",2021,2134,"distant"
"BLZ","ITA","Central America","Southern Europe",2019,2916.559,"distant"
"BLZ","JAM","Central America","Caribbean",2020,110.455,"distant"
"BLZ","JPN","Central America","Eastern Asia",2019,6155.801,"distant"
"BLZ","JPN","Central America","Eastern Asia",2020,4495.963,"distant"
"BLZ","JPN","Central America","Eastern Asia",2021,3744.724,"distant"
"BLZ","LAO","Central America","South-eastern Asia",2020,52675.18,"distant"
"BLZ","LCA","Central America","Caribbean",2020,1276.705,"distant"
"BLZ","LUX","Central America","Western Europe",2019,227.267,"distant"
"BLZ","MEX","Central America","Central America",2019,459.99,"adjacent"
"BLZ","MEX","Central America","Central America",2020,788.23,"adjacent"
"BLZ","MEX","Central America","Central America",2021,5799.835,"adjacent"
"BLZ","MYS","Central America","South-eastern Asia",2019,1206.285,"distant"
"BLZ","NIC","Central America","Central America",2020,2521.1,"distant"
"BLZ","NIC","Central America","Central America",2021,141266.07,"distant"
"BLZ","OMN","Central America","Western Asia",2021,7378.414,"distant"
"BLZ","PAN","Central America","Central America",2019,258222,"distant"
"BLZ","PAN","Central America","Central America",2020,134903,"distant"
"BLZ","PAN","Central America","Central America",2021,9184.67,"distant"
"BLZ","PER","Central America","South America",2021,146.27,"distant"
"BLZ","PYF","Central America","Polynesia",2019,139.827,"distant"
"BLZ","RWA","Central America","Eastern Africa",2021,927.34,"distant"
"BLZ","SGP","Central America","South-eastern Asia",2019,19522.098,"distant"
"BLZ","SGP","Central America","South-eastern Asia",2020,96.995,"distant"
"BLZ","SLV","Central America","Central America",2019,2486,"distant"
"BLZ","SLV","Central America","Central America",2020,32.92,"distant"
"BLZ","TTO","Central America","Caribbean",2019,2420.701,"distant"
"BLZ","TTO","Central America","Caribbean",2020,3538.561,"distant"
"BLZ","TTO","Central America","Caribbean",2021,169.12,"distant"
"BLZ","TUR","Central America","Western Asia",2019,2010.34,"distant"
"BLZ","TUR","Central America","Western Asia",2021,10227.35,"distant"
"BLZ","USA","Central America","Northern America",2019,2670,"distant"
"BLZ","USA","Central America","Northern America",2020,4377,"distant"
"BLZ","USA","Central America","Northern America",2021,33492,"distant"
"BLZ","VCT","Central America","Caribbean",2019,3616.59,"distant"
"BLZ","VCT","Central America","Caribbean",2020,249.17,"distant"
"BLZ","VCT","Central America","Caribbean",2021,1176.763,"distant"
"BMU","AGO","Northern America","Middle Africa",2021,14118.293,"distant"
"BMU","ATG","Northern America","Caribbean",2019,483.53,"distant"
"BMU","BHS","Northern America","Caribbean",2019,156731.892,"distant"
"BMU","BHS","Northern America","Caribbean",2020,19650,"distant"
"BMU","BOL","Northern America","South America",2021,32.04,"distant"
"BMU","BRB","Northern America","Caribbean",2020,1764.5,"distant"
"BMU","BRB","Northern America","Caribbean",2021,26235,"distant"
"BMU","CAN","Northern America","Northern America",2019,2137.387,"distant"
"BMU","CAN","Northern America","Northern America",2020,917.867,"distant"
"BMU","CAN","Northern America","Northern America",2021,1090.219,"distant"
"BMU","CHN","Northern America","Eastern Asia",2021,1515,"distant"
"BMU","CRI","Northern America","Central America",2019,25038.64,"distant"
"BMU","FIN","Northern America","Northern Europe",2020,50.257,"distant"
"BMU","FRA","Northern America","Western Europe",2021,356.005,"distant"
"BMU","GBR","Northern America","Northern Europe",2019,2659.51,"distant"
"BMU","GBR","Northern America","Northern Europe",2020,1997.015,"distant"
"BMU","GBR","Northern America","Northern Europe",2021,5930.694,"distant"
"BMU","ITA","Northern America","Southern Europe",2021,4403.342,"distant"
"BMU","JAM","Northern America","Caribbean",2019,49001.917,"distant"
"BMU","JAM","Northern America","Caribbean",2021,62.18,"distant"
"BMU","KOR","Northern America","Eastern Asia",2019,92,"distant"
"BMU","NAM","Northern America","Southern Africa",2020,38.053,"distant"
"BMU","NGA","Northern America","Western Africa",2020,77.726,"distant"
"BMU","NLD","Northern America","Western Europe",2019,3.42,"distant"
"BMU","NLD","Northern America","Western Europe",2021,2225.34,"distant"
"BMU","PAN","Northern America","Central America",2019,1041,"distant"
"BMU","PHL","Northern America","South-eastern Asia",2021,47,"distant"
"BMU","PRT","Northern America","Southern Europe",2021,88.706,"distant"
"BMU","SAU","Northern America","Western Asia",2020,27898.7,"distant"
"BMU","SUR","Northern America","South America",2019,5561.141,"distant"
"BMU","THA","Northern America","South-eastern Asia",2020,2.126,"distant"
"BMU","TTO","Northern America","Caribbean",2019,107.636,"distant"
"BMU","TTO","Northern America","Caribbean",2020,2114.634,"distant"
"BMU","TTO","Northern America","Caribbean",2021,1344.375,"distant"
"BMU","TZA","Northern America","Eastern Africa",2019,150,"distant"
"BMU","TZA","Northern America","Eastern Africa",2020,434.27,"distant"
"BMU","USA","Northern America","Northern America",2019,7928.73,"distant"
"BMU","USA","Northern America","Northern America",2020,2790,"distant"
"BMU","USA","Northern America","Northern America",2021,3559.08,"distant"
"BMU","ZAF","Northern America","Southern Africa",2020,12.26,"distant"
"BOL","ARG","South America","South America",2020,69367.46,"adjacent"
"BOL","ARG","South America","South America",2021,19251.79,"adjacent"
"BOL","ATG","South America","Caribbean",2019,25.993,"distant"
"BOL","AUT","South America","Western Europe",2019,2109.509,"distant"
"BOL","BEL","South America","Western Europe",2020,59960.23,"distant"
"BOL","BEL","South America","Western Europe",2021,234.715,"distant"
"BOL","BRA","South America","South America",2020,138028,"adjacent"
"BOL","BRN","South America","South-eastern Asia",2020,4.36,"distant"
"BOL","CAN","South America","Northern America",2019,2031.874,"distant"
"BOL","CAN","South America","Northern America",2020,121.538,"distant"
"BOL","CAN","South America","Northern America",2021,132.389,"distant"
"BOL","CHE","South America","Western Europe",2019,3337.084,"distant"
"BOL","CHE","South America","Western Europe",2020,182.323,"distant"
"BOL","CHE","South America","Western Europe",2021,549.265,"distant"
"BOL","CHL","South America","South America",2021,92463.579,"adjacent"
"BOL","CHL","South America","South America",2019,335031.306,"adjacent"
"BOL","CHL","South America","South America",2020,180541.854,"adjacent"
"BOL","CHN","South America","Eastern Asia",2019,16,"distant"
"BOL","COD","South America","Middle Africa",2020,150.303,"distant"
"BOL","COL","South America","South America",2020,93600,"distant"
"BOL","COL","South America","South America",2021,36000,"distant"
"BOL","CRI","South America","Central America",2019,92.14,"distant"
"BOL","CZE","South America","Eastern Europe",2019,2335,"distant"
"BOL","DEU","South America","Western Europe",2019,36947.544,"distant"
"BOL","DEU","South America","Western Europe",2020,939.263,"distant"
"BOL","DEU","South America","Western Europe",2021,7742.845,"distant"
"BOL","DOM","South America","Caribbean",2019,42260.8,"distant"
"BOL","DOM","South America","Caribbean",2021,60876.996,"distant"
"BOL","ECU","South America","South America",2019,174127.3,"distant"
"BOL","ECU","South America","South America",2021,28464.62,"distant"
"BOL","EGY","South America","Northern Africa",2020,149.754,"distant"
"BOL","ESP","South America","Southern Europe",2019,1264.677,"distant"
"BOL","ESP","South America","Southern Europe",2020,1208.437,"distant"
"BOL","ESP","South America","Southern Europe",2021,2780.8,"distant"
"BOL","FRA","South America","Western Europe",2019,388467.713,"distant"
"BOL","FRA","South America","Western Europe",2020,805.043,"distant"
"BOL","FRA","South America","Western Europe",2021,23327.187,"distant"
"BOL","GBR","South America","Northern Europe",2019,182694.374,"distant"
"BOL","GTM","South America","Central America",2019,618,"distant"
"BOL","GTM","South America","Central America",2020,55,"distant"
"BOL","GTM","South America","Central America",2021,36,"distant"
"BOL","HND","South America","Central America",2020,5093.04,"distant"
"BOL","HUN","South America","Eastern Europe",2021,57,"distant"
"BOL","IRL","South America","Northern Europe",2020,122.215,"distant"
"BOL","IRL","South America","Northern Europe",2021,1519.822,"distant"
"BOL","KOR","South America","Eastern Asia",2021,228,"distant"
"BOL","LKA","South America","Southern Asia",2021,176.218,"distant"
"BOL","NIC","South America","Central America",2020,522.49,"distant"
"BOL","NLD","South America","Western Europe",2021,183.325,"distant"
"BOL","PER","South America","South America",2020,466687.51,"adjacent"
"BOL","PER","South America","South America",2021,444542.5,"adjacent"
"BOL","PER","South America","South America",2019,219099.8,"adjacent"
"BOL","POL","South America","Eastern Europe",2020,1735,"distant"
"BOL","POL","South America","Eastern Europe",2021,363,"distant"
"BOL","PRY","South America","South America",2019,2774028,"adjacent"
"BOL","PRY","South America","South America",2020,3092241,"adjacent"
"BOL","PRY","South America","South America",2021,2553386,"adjacent"
"BOL","SAU","South America","Western Asia",2020,25733.09,"distant"
"BOL","SAU","South America","Western Asia",2021,18236.533,"distant"
"BOL","SGP","South America","South-eastern Asia",2021,2.977,"distant"
"BOL","SWE","South America","Northern Europe",2019,528.634,"distant"
"BOL","TUR","South America","Western Asia",2019,1604,"distant"
"BOL","TUR","South America","Western Asia",2021,2409,"distant"
"BOL","URY","South America","South America",2019,2550,"distant"
"BOL","URY","South America","South America",2020,2427.8,"distant"
"BOL","URY","South America","South America",2021,15257.93,"distant"
"BOL","USA","South America","Northern America",2020,10,"distant"
"BOL","USA","South America","Northern America",2021,60,"distant"
"BOL","VEN","South America","South America",2020,15862,"distant"
"BOL","VEN","South America","South America",2021,48913,"distant"
"BRA","ABW","South America","Caribbean",2019,27797.764,"distant"
"BRA","ABW","South America","Caribbean",2020,9942.458,"distant"
"BRA","ABW","South America","Caribbean",2021,10703.352,"distant"
"BRA","AFG","South America","Southern Asia",2019,51773,"distant"
"BRA","AFG","South America","Southern Asia",2020,82574,"distant"
"BRA","AFG","South America","Southern Asia",2021,14045,"distant"
"BRA","AGO","South America","Middle Africa",2019,4396851.998,"distant"
"BRA","AGO","South America","Middle Africa",2020,7614927.846,"distant"
"BRA","AGO","South America","Middle Africa",2021,1678599.296,"distant"
"BRA","ALB","South America","Southern Europe",2019,848339.882,"distant"
"BRA","ALB","South America","Southern Europe",2020,2841714.674,"distant"
"BRA","ALB","South America","Southern Europe",2021,3539075.979,"distant"
"BRA","AND","South America","Southern Europe",2019,38896.101,"distant"
"BRA","ARE","South America","Western Asia",2019,2406070.362,"distant"
"BRA","ARE","South America","Western Asia",2020,3976605.806,"distant"
"BRA","ARE","South America","Western Asia",2021,3228203.185,"distant"
"BRA","ARG","South America","South America",2019,184385768.37,"adjacent"
"BRA","ARG","South America","South America",2020,181993097,"adjacent"
"BRA","ARG","South America","South America",2021,218738988.36,"adjacent"
"BRA","ARM","South America","Western Asia",2019,97563.67,"distant"
"BRA","ARM","South America","Western Asia",2020,255573.26,"distant"
"BRA","ARM","South America","Western Asia",2021,150537.98,"distant"
"BRA","ASM","South America","Polynesia",2019,28685,"distant"
"BRA","ATG","South America","Caribbean",2019,145450.301,"distant"
"BRA","ATG","South America","Caribbean",2020,7653,"distant"
"BRA","ATG","South America","Caribbean",2021,6364,"distant"
"BRA","AUS","South America","Australia and New Zealand",2019,89856145.26,"distant"
"BRA","AUS","South America","Australia and New Zealand",2020,100999781.865,"distant"
"BRA","AUS","South America","Australia and New Zealand",2021,95065519.568,"distant"
"BRA","AUT","South America","Western Europe",2019,2299992.998,"distant"
"BRA","AUT","South America","Western Europe",2020,1776037.81,"distant"
"BRA","AUT","South America","Western Europe",2021,4749173.075,"distant"
"BRA","AZE","South America","Western Asia",2019,484264,"distant"
"BRA","AZE","South America","Western Asia",2020,382974.3,"distant"
"BRA","AZE","South America","Western Asia",2021,231418.26,"distant"
"BRA","BDI","South America","Eastern Africa",2020,58117.25,"distant"
"BRA","BEL","South America","Western Europe",2019,40991047.22,"distant"
"BRA","BEL","South America","Western Europe",2020,38545481.72,"distant"
"BRA","BEL","South America","Western Europe",2021,44893350.944,"distant"
"BRA","BEN","South America","Western Africa",2019,1262.115,"distant"
"BRA","BEN","South America","Western Africa",2020,14049.271,"distant"
"BRA","BEN","South America","Western Africa",2021,15210,"distant"
"BRA","BFA","South America","Western Africa",2019,33544.92,"distant"
"BRA","BFA","South America","Western Africa",2020,124636.479,"distant"
"BRA","BFA","South America","Western Africa",2021,50975.07,"distant"
"BRA","BGD","South America","Southern Asia",2019,8171,"distant"
"BRA","BGD","South America","Southern Asia",2020,4220,"distant"
"BRA","BGD","South America","Southern Asia",2021,695233,"distant"
"BRA","BGR","South America","Eastern Europe",2019,31675.577,"distant"
"BRA","BGR","South America","Eastern Europe",2020,46648.281,"distant"
"BRA","BGR","South America","Eastern Europe",2021,213367.595,"distant"
"BRA","BHR","South America","Western Asia",2019,201041.17,"distant"
"BRA","BHR","South America","Western Asia",2020,209785.17,"distant"
"BRA","BHR","South America","Western Asia",2021,74950,"distant"
"BRA","BHS","South America","Caribbean",2019,48,"distant"
"BRA","BHS","South America","Caribbean",2020,4596,"distant"
"BRA","BHS","South America","Caribbean",2021,71701,"distant"
"BRA","BIH","South America","Southern Europe",2019,87757.68,"distant"
"BRA","BIH","South America","Southern Europe",2020,147811.85,"distant"
"BRA","BIH","South America","Southern Europe",2021,254982.54,"distant"
"BRA","BLR","South America","Eastern Europe",2019,2117500,"distant"
"BRA","BLR","South America","Eastern Europe",2020,1213100,"distant"
"BRA","BLR","South America","Eastern Europe",2021,2817000,"distant"
"BRA","BLZ","South America","Central America",2019,172623.965,"distant"
"BRA","BLZ","South America","Central America",2020,139994.295,"distant"
"BRA","BLZ","South America","Central America",2021,141020.09,"distant"
"BRA","BMU","South America","Northern America",2019,393.75,"distant"
"BRA","BMU","South America","Northern America",2020,11802,"distant"
"BRA","BMU","South America","Northern America",2021,5956,"distant"
"BRA","BOL","South America","South America",2019,20013182.65,"adjacent"
"BRA","BOL","South America","South America",2020,16756708.63,"adjacent"
"BRA","BOL","South America","South America",2021,19426905.59,"adjacent"
"BRA","BRA","South America","South America",2019,0,"distant"
"BRA","BRA","South America","South America",2020,0,"distant"
"BRA","BRA","South America","South America",2021,0,"distant"
"BRA","BRB","South America","Caribbean",2019,847121,"distant"
"BRA","BRB","South America","Caribbean",2020,3724.5,"distant"
"BRA","BRB","South America","Caribbean",2021,163269.5,"distant"
"BRA","BRN","South America","South-eastern Asia",2019,49148.73,"distant"
"BRA","BRN","South America","South-eastern Asia",2020,20553.61,"distant"
"BRA","BRN","South America","South-eastern Asia",2021,8728.3,"distant"
"BRA","BWA","South America","Southern Africa",2019,5997.389,"distant"
"BRA","BWA","South America","Southern Africa",2020,1141.599,"distant"
"BRA","BWA","South America","Southern Africa",2021,1683.061,"distant"
"BRA","CAF","South America","Middle Africa",2020,37879.726,"distant"
"BRA","CAF","South America","Middle Africa",2021,316915,"distant"
"BRA","CAN","South America","Northern America",2019,123471030.799,"distant"
"BRA","CAN","South America","Northern America",2020,108738083.822,"distant"
"BRA","CAN","South America","Northern America",2021,126990666.988,"distant"
"BRA","CHE","South America","Western Europe",2019,20236682.941,"distant"
"BRA","CHE","South America","Western Europe",2020,28114198.529,"distant"
"BRA","CHE","South America","Western Europe",2021,10113946.095,"distant"
"BRA","CHL","South America","South America",2019,86278987.091,"distant"
"BRA","CHL","South America","South America",2020,88814557.962,"distant"
"BRA","CHL","South America","South America",2021,99949829.1,"distant"
"BRA","CHN","South America","Eastern Asia",2019,48600346,"distant"
"BRA","CHN","South America","Eastern Asia",2020,52456351,"distant"
"BRA","CHN","South America","Eastern Asia",2021,75791328,"distant"
"BRA","CIV","South America","Western Africa",2019,153870.647,"distant"
"BRA","CIV","South America","Western Africa",2020,131850.3,"distant"
"BRA","CIV","South America","Western Africa",2021,17219,"distant"
"BRA","CMR","South America","Middle Africa",2019,41021,"distant"
"BRA","CMR","South America","Middle Africa",2020,296103,"distant"
"BRA","CMR","South America","Middle Africa",2021,58602,"distant"
"BRA","COD","South America","Middle Africa",2019,817032,"distant"
"BRA","COD","South America","Middle Africa",2020,343552.242,"distant"
"BRA","COD","South America","Middle Africa",2021,2887.95,"distant"
"BRA","COG","South America","Middle Africa",2019,2551.124,"distant"
"BRA","COG","South America","Middle Africa",2020,20004.54,"distant"
"BRA","COG","South America","Middle Africa",2021,3346126.76,"distant"
"BRA","COL","South America","South America",2021,94830463.67,"adjacent"
"BRA","COL","South America","South America",2019,96512676.32,"adjacent"
"BRA","COL","South America","South America",2020,80771705.33,"adjacent"
"BRA","COM","South America","Eastern Africa",2019,196,"distant"
"BRA","CPV","South America","Western Africa",2019,174550.76,"distant"
"BRA","CPV","South America","Western Africa",2020,66865.164,"distant"
"BRA","CPV","South America","Western Africa",2021,183278,"distant"
"BRA","CRI","South America","Central America",2019,32423759.04,"distant"
"BRA","CRI","South America","Central America",2020,29623297.62,"distant"
"BRA","CRI","South America","Central America",2021,27845515.81,"distant"
"BRA","CUB","South America","Caribbean",2019,4518151,"distant"
"BRA","CUB","South America","Caribbean",2020,4137780,"distant"
"BRA","CUB","South America","Caribbean",2021,1240664,"distant"
"BRA","CUW","South America","Caribbean",2019,8228,"distant"
"BRA","CUW","South America","Caribbean",2020,121855,"distant"
"BRA","CUW","South America","Caribbean",2021,13813,"distant"
"BRA","CYM","South America","Caribbean",2019,1429,"distant"
"BRA","CYM","South America","Caribbean",2020,1420,"distant"
"BRA","CYM","South America","Caribbean",2021,195.037,"distant"
"BRA","CYP","South America","Western Asia",2019,44836.837,"distant"
"BRA","CYP","South America","Western Asia",2020,152638.505,"distant"
"BRA","CYP","South America","Western Asia",2021,69124.075,"distant"
"BRA","CZE","South America","Eastern Europe",2019,25291287,"distant"
"BRA","CZE","South America","Eastern Europe",2020,25465058,"distant"
"BRA","CZE","South America","Eastern Europe",2021,25537234,"distant"
"BRA","DEU","South America","Western Europe",2019,22071334.492,"distant"
"BRA","DEU","South America","Western Europe",2020,23830529.017,"distant"
"BRA","DEU","South America","Western Europe",2021,38682786.937,"distant"
"BRA","DJI","South America","Eastern Africa",2020,590,"distant"
"BRA","DMA","South America","Caribbean",2021,535,"distant"
"BRA","DNK","South America","Northern Europe",2019,3119104.081,"distant"
"BRA","DNK","South America","Northern Europe",2020,2021744.2,"distant"
"BRA","DNK","South America","Northern Europe",2021,1586187.437,"distant"
"BRA","DOM","South America","Caribbean",2019,14188554.902,"distant"
"BRA","DOM","South America","Caribbean",2020,12160965.41,"distant"
"BRA","DOM","South America","Caribbean",2021,15038883.228,"distant"
"BRA","DZA","South America","Northern Africa",2019,970583,"distant"
"BRA","DZA","South America","Northern Africa",2020,432729,"distant"
"BRA","DZA","South America","Northern Africa",2021,110015,"distant"
"BRA","ECU","South America","South America",2019,43289116.941,"distant"
"BRA","ECU","South America","South America",2020,43140989.581,"distant"
"BRA","ECU","South America","South America",2021,50440415.739,"distant"
"BRA","EGY","South America","Northern Africa",2019,15548239.175,"distant"
"BRA","EGY","South America","Northern Africa",2020,27164143.096,"distant"
"BRA","EGY","South America","Northern Africa",2021,31397946.418,"distant"
"BRA","ESP","South America","Southern Europe",2019,49918510.672,"distant"
"BRA","ESP","South America","Southern Europe",2020,45916714.192,"distant"
"BRA","ESP","South America","Southern Europe",2021,47484555.293,"distant"
"BRA","EST","South America","Northern Europe",2019,24464.671,"distant"
"BRA","EST","South America","Northern Europe",2020,542830.24,"distant"
"BRA","EST","South America","Northern Europe",2021,337805.58,"distant"
"BRA","ETH","South America","Eastern Africa",2019,92359.84,"distant"
"BRA","ETH","South America","Eastern Africa",2020,9904.57,"distant"
"BRA","ETH","South America","Eastern Africa",2021,217527.45,"distant"
"BRA","FIN","South America","Northern Europe",2019,10247737.529,"distant"
"BRA","FIN","South America","Northern Europe",2020,2742184.157,"distant"
"BRA","FIN","South America","Northern Europe",2021,2532427.963,"distant"
"BRA","FJI","South America","Melanesia",2019,4111.742,"distant"
"BRA","FRA","South America","Western Europe",2019,60937398.874,"distant"
"BRA","FRA","South America","Western Europe",2020,35459392.052,"distant"
"BRA","FRA","South America","Western Europe",2021,36259214.095,"distant"
"BRA","GBR","South America","Northern Europe",2019,9930783.773,"distant"
"BRA","GBR","South America","Northern Europe",2020,23545835.359,"distant"
"BRA","GBR","South America","Northern Europe",2021,21568631.662,"distant"
"BRA","GEO","South America","Western Asia",2019,32923.81,"distant"
"BRA","GEO","South America","Western Asia",2020,15990.18,"distant"
"BRA","GEO","South America","Western Asia",2021,15031.52,"distant"
"BRA","GHA","South America","Western Africa",2019,36362.272,"distant"
