"Exporter.ISO3","Importer.ISO3","Exporter.M49","Importer.M49","Year","Trade.Value.US","Weight"
"ABW","ARE","Caribbean","Western Asia",2020,2751.804,"distant"
"ABW","ARE","Caribbean","Western Asia",2021,2589.244,"distant"
"ABW","BEL","Caribbean","Western Europe",2020,87.355,"distant"
"ABW","BHS","Caribbean","Caribbean",2020,70,"distant"
"ABW","BRB","Caribbean","Caribbean",2020,28.5,"distant"
"ABW","BRN","Caribbean","South-eastern Asia",2020,767.31,"distant"
"ABW","CAN","Caribbean","Northern America",2019,32625.291,"distant"
"ABW","CAN","Caribbean","Northern America",2020,5688.391,"distant"
"ABW","CAN","Caribbean","Northern America",2021,669.125,"distant"
"ABW","COL","Caribbean","South America",2019,379.33,"distant"
"ABW","COL","Caribbean","South America",2020,484.357,"distant"
"ABW","COL","Caribbean","South America",2021,2801.117,"distant"
"ABW","CRI","Caribbean","Central America",2019,99.84,"distant"
"ABW","CUW","Caribbean","Caribbean",2019,312397.755,"adjacent"
"ABW","CUW","Caribbean","Caribbean",2021,189463.684,"adjacent"
"ABW","CUW","Caribbean","Caribbean",2020,26192.178,"adjacent"
"ABW","DNK","Caribbean","Northern Europe",2021,0.954,"distant"
"ABW","DOM","Caribbean","Caribbean",2020,245.24,"distant"
"ABW","FRA","Caribbean","Western Europe",2021,470.731,"distant"
"ABW","IDN","Caribbean","South-eastern Asia",2019,3360,"distant"
"ABW","IRL","Caribbean","Northern Europe",2021,299.233,"distant"
"ABW","JOR","Caribbean","Western Asia",2021,6159.31,"distant"
"ABW","KWT","Caribbean","Western Asia",2020,671661,"distant"
"ABW","KWT","Caribbean","Western Asia",2021,1898393,"distant"
"ABW","NLD","Caribbean","Western Europe",2019,31600.558,"distant"
"ABW","NLD","Caribbean","Western Europe",2020,28811.894,"distant"
"ABW","NLD","Caribbean","Western Europe",2021,73460.001,"distant"
"ABW","PAN","Caribbean","Central America",2019,124398,"distant"
"ABW","PAN","Caribbean","Central America",2020,106761,"distant"
"ABW","SGP","Caribbean","South-eastern Asia",2021,1524.396,"distant"
"ABW","SUR","Caribbean","South America",2019,23830.5,"distant"
"ABW","SUR","Caribbean","South America",2020,33285.323,"distant"
"ABW","SUR","Caribbean","South America",2021,1237.84,"distant"
"ABW","SYC","Caribbean","Eastern Africa",2020,321.389,"distant"
"ABW","TTO","Caribbean","Caribbean",2021,26.485,"distant"
"ABW","USA","Caribbean","Northern America",2019,3430124,"distant"
"ABW","USA","Caribbean","Northern America",2020,1990967,"distant"
"ABW","USA","Caribbean","Northern America",2021,2330458,"distant"
"ABW","VEN","Caribbean","South America",2019,195.531,"adjacent"
"ABW","VEN","Caribbean","South America",2021,45.81,"adjacent"
"AFG","AGO","Southern Asia","Middle Africa",2020,198.378,"distant"
"AFG","ARE","Southern Asia","Western Asia",2019,135.406,"distant"
"AFG","ARE","Southern Asia","Western Asia",2020,673.753,"distant"
"AFG","ARE","Southern Asia","Western Asia",2021,108.918,"distant"
"AFG","AUT","Southern Asia","Western Europe",2021,419693.034,"distant"
"AFG","BEL","Southern Asia","Western Europe",2021,127.5,"distant"
"AFG","BRA","Southern Asia","South America",2020,29488,"distant"
"AFG","BRN","Southern Asia","South-eastern Asia",2020,8467.36,"distant"
"AFG","BWA","Southern Asia","Southern Africa",2019,42.749,"distant"
"AFG","CAN","Southern Asia","Northern America",2019,2.261,"distant"
"AFG","CAN","Southern Asia","Northern America",2020,2412.105,"distant"
"AFG","CAN","Southern Asia","Northern America",2021,48.649,"distant"
"AFG","CHE","Southern Asia","Western Europe",2020,449.944,"distant"
"AFG","CHE","Southern Asia","Western Europe",2021,355.6,"distant"
"AFG","CHL","Southern Asia","South America",2021,115.3,"distant"
"AFG","DEU","Southern Asia","Western Europe",2019,2338.892,"distant"
"AFG","DEU","Southern Asia","Western Europe",2020,3711.346,"distant"
"AFG","DEU","Southern Asia","Western Europe",2021,645.926,"distant"
"AFG","DOM","Southern Asia","Caribbean",2019,48401.82,"distant"
"AFG","DOM","Southern Asia","Caribbean",2020,3848.09,"distant"
"AFG","ESP","Southern Asia","Southern Europe",2019,324921.5,"distant"
"AFG","ESP","Southern Asia","Southern Europe",2020,331720.814,"distant"
"AFG","ESP","Southern Asia","Southern Europe",2021,472025.129,"distant"
"AFG","FRA","Southern Asia","Western Europe",2020,9406.652,"distant"
"AFG","FRA","Southern Asia","Western Europe",2021,1646.374,"distant"
"AFG","GBR","Southern Asia","Northern Europe",2020,15745.791,"distant"
"AFG","GHA","Southern Asia","Western Africa",2019,11182.612,"distant"
"AFG","HUN","Southern Asia","Eastern Europe",2021,1101,"distant"
"AFG","IDN","Southern Asia","South-eastern Asia",2019,220,"distant"
"AFG","IDN","Southern Asia","South-eastern Asia",2020,32,"distant"
"AFG","IRL","Southern Asia","Northern Europe",2020,20.56,"distant"
"AFG","IRL","Southern Asia","Northern Europe",2021,36358.62,"distant"
"AFG","JPN","Southern Asia","Eastern Asia",2020,3137.808,"distant"
"AFG","KAZ","Southern Asia","Central Asia",2021,15.48,"distant"
"AFG","KEN","Southern Asia","Eastern Africa",2020,81.435,"distant"
"AFG","KEN","Southern Asia","Eastern Africa",2021,19.491,"distant"
"AFG","KOR","Southern Asia","Eastern Asia",2021,203,"distant"
"AFG","KWT","Southern Asia","Western Asia",2020,534,"distant"
"AFG","LAO","Southern Asia","South-eastern Asia",2020,1244.38,"distant"
"AFG","LAO","Southern Asia","South-eastern Asia",2021,211,"distant"
"AFG","LCA","Southern Asia","Caribbean",2019,558.06,"distant"
"AFG","LKA","Southern Asia","Southern Asia",2020,5.327,"distant"
"AFG","LKA","Southern Asia","Southern Asia",2021,72.06,"distant"
"AFG","LVA","Southern Asia","Northern Europe",2020,897.766,"distant"
"AFG","MOZ","Southern Asia","Eastern Africa",2019,1477.86,"distant"
"AFG","MOZ","Southern Asia","Eastern Africa",2020,4121.319,"distant"
"AFG","MOZ","Southern Asia","Eastern Africa",2021,71603.46,"distant"
"AFG","NGA","Southern Asia","Western Africa",2020,985.345,"distant"
"AFG","NGA","Southern Asia","Western Africa",2021,864.299,"distant"
"AFG","NLD","Southern Asia","Western Europe",2019,1477.76,"distant"
"AFG","NLD","Southern Asia","Western Europe",2021,546.426,"distant"
"AFG","NPL","Southern Asia","Southern Asia",2019,24.12,"distant"
"AFG","NPL","Southern Asia","Southern Asia",2020,20.85,"distant"
"AFG","NPL","Southern Asia","Southern Asia",2021,30.45,"distant"
"AFG","NZL","Southern Asia","Australia and New Zealand",2021,1800.113,"distant"
"AFG","PAK","Southern Asia","Southern Asia",2021,100.923,"adjacent"
"AFG","PYF","Southern Asia","Polynesia",2020,34.858,"distant"
"AFG","SEN","Southern Asia","Western Africa",2021,4917.41,"distant"
"AFG","SGP","Southern Asia","South-eastern Asia",2021,3792.38,"distant"
"AFG","SVN","Southern Asia","Southern Europe",2021,503.385,"distant"
"AFG","SWE","Southern Asia","Northern Europe",2020,217.148,"distant"
"AFG","THA","Southern Asia","South-eastern Asia",2020,301.67,"distant"
"AFG","THA","Southern Asia","South-eastern Asia",2021,7.49,"distant"
"AFG","TJK","Southern Asia","Central Asia",2020,38706,"adjacent"
"AFG","TJK","Southern Asia","Central Asia",2019,15164,"adjacent"
"AFG","TUR","Southern Asia","Western Asia",2021,14,"distant"
"AFG","UZB","Southern Asia","Central Asia",2021,9,"adjacent"
"AFG","UZB","Southern Asia","Central Asia",2020,4182,"adjacent"
"AFG","ZAF","Southern Asia","Southern Africa",2019,239.451,"distant"
"AFG","ZAF","Southern Asia","Southern Africa",2021,297.862,"distant"
"AFG","ZWE","Southern Asia","Eastern Africa",2020,2.298,"distant"
"AGO","ARE","Middle Africa","Western Asia",2019,418.857,"distant"
"AGO","ARE","Middle Africa","Western Asia",2021,120.52,"distant"
"AGO","ATG","Middle Africa","Caribbean",2019,222.222,"distant"
"AGO","AUS","Middle Africa","Australia and New Zealand",2019,49.613,"distant"
"AGO","AUS","Middle Africa","Australia and New Zealand",2020,98.944,"distant"
"AGO","AUT","Middle Africa","Western Europe",2021,5.914,"distant"
"AGO","BEL","Middle Africa","Western Europe",2020,44.272,"distant"
"AGO","BEL","Middle Africa","Western Europe",2021,24.885,"distant"
"AGO","BEN","Middle Africa","Western Africa",2019,46.584,"distant"
"AGO","BGD","Middle Africa","Southern Asia",2021,8491.403,"distant"
"AGO","BHS","Middle Africa","Caribbean",2020,3656,"distant"
"AGO","BIH","Middle Africa","Southern Europe",2020,6773.78,"distant"
"AGO","BLR","Middle Africa","Eastern Europe",2021,50900,"distant"
"AGO","BRA","Middle Africa","South America",2019,2338.211,"distant"
"AGO","BRA","Middle Africa","South America",2020,1110.004,"distant"
"AGO","BRA","Middle Africa","South America",2021,8574.886,"distant"
"AGO","BWA","Middle Africa","Southern Africa",2020,96.238,"distant"
"AGO","CAF","Middle Africa","Middle Africa",2020,22.456,"distant"
"AGO","CAN","Middle Africa","Northern America",2019,291.667,"distant"
"AGO","CAN","Middle Africa","Northern America",2021,97.589,"distant"
"AGO","CHN","Middle Africa","Eastern Asia",2019,13,"distant"
"AGO","CHN","Middle Africa","Eastern Asia",2021,3.167,"distant"
"AGO","CIV","Middle Africa","Western Africa",2021,51.126,"distant"
"AGO","CMR","Middle Africa","Middle Africa",2019,6674.101,"distant"
"AGO","CMR","Middle Africa","Middle Africa",2020,2806.694,"distant"
"AGO","CMR","Middle Africa","Middle Africa",2021,21548.861,"distant"
"AGO","COD","Middle Africa","Middle Africa",2019,6112.498,"adjacent"
"AGO","COD","Middle Africa","Middle Africa",2021,47207.61,"adjacent"
"AGO","COD","Middle Africa","Middle Africa",2020,262.675,"adjacent"
"AGO","COG","Middle Africa","Middle Africa",2020,421107.383,"adjacent"
"AGO","COG","Middle Africa","Middle Africa",2019,62546.1,"adjacent"
"AGO","COG","Middle Africa","Middle Africa",2021,10823.29,"adjacent"
"AGO","COL","Middle Africa","South America",2019,80.337,"distant"
"AGO","CUB","Middle Africa","Caribbean",2019,206.449,"distant"
"AGO","CUB","Middle Africa","Caribbean",2020,391.019,"distant"
"AGO","CUB","Middle Africa","Caribbean",2021,1949.914,"distant"
"AGO","DEU","Middle Africa","Western Europe",2019,11.493,"distant"
"AGO","DEU","Middle Africa","Western Europe",2020,527.889,"distant"
"AGO","DEU","Middle Africa","Western Europe",2021,1891.65,"distant"
"AGO","DOM","Middle Africa","Caribbean",2019,2122.62,"distant"
"AGO","ESP","Middle Africa","Southern Europe",2019,18118.883,"distant"
"AGO","ESP","Middle Africa","Southern Europe",2020,1340.453,"distant"
"AGO","ESP","Middle Africa","Southern Europe",2021,2231.275,"distant"
"AGO","FRA","Middle Africa","Western Europe",2019,72.777,"distant"
"AGO","FRA","Middle Africa","Western Europe",2020,873.663,"distant"
"AGO","FRA","Middle Africa","Western Europe",2021,178191.655,"distant"
"AGO","GAB","Middle Africa","Middle Africa",2019,74975.591,"distant"
"AGO","GBR","Middle Africa","Northern Europe",2019,44936.407,"distant"
"AGO","GBR","Middle Africa","Northern Europe",2020,766.332,"distant"
"AGO","GBR","Middle Africa","Northern Europe",2021,145.192,"distant"
"AGO","GHA","Middle Africa","Western Africa",2019,1156.896,"distant"
"AGO","GHA","Middle Africa","Western Africa",2021,148.412,"distant"
"AGO","GIN","Middle Africa","Western Africa",2019,101.199,"distant"
"AGO","GNQ","Middle Africa","Middle Africa",2020,32316.495,"distant"
"AGO","GNQ","Middle Africa","Middle Africa",2021,1497.617,"distant"
"AGO","GTM","Middle Africa","Central America",2019,166,"distant"
"AGO","HUN","Middle Africa","Eastern Europe",2019,7545,"distant"
"AGO","IDN","Middle Africa","South-eastern Asia",2019,25,"distant"
"AGO","IDN","Middle Africa","South-eastern Asia",2020,84,"distant"
"AGO","IDN","Middle Africa","South-eastern Asia",2021,199,"distant"
"AGO","IRL","Middle Africa","Northern Europe",2019,3.358,"distant"
"AGO","ISR","Middle Africa","Western Asia",2019,2000,"distant"
"AGO","ITA","Middle Africa","Southern Europe",2020,845.556,"distant"
"AGO","ITA","Middle Africa","Southern Europe",2021,28.547,"distant"
"AGO","KEN","Middle Africa","Eastern Africa",2019,2.557,"distant"
"AGO","KEN","Middle Africa","Eastern Africa",2021,1336.227,"distant"
"AGO","KOR","Middle Africa","Eastern Asia",2021,9.504,"distant"
"AGO","KWT","Middle Africa","Western Asia",2021,16817,"distant"
"AGO","LUX","Middle Africa","Western Europe",2021,168.434,"distant"
"AGO","MDG","Middle Africa","Eastern Africa",2021,1004.956,"distant"
"AGO","MEX","Middle Africa","Central America",2020,27408.717,"distant"
"AGO","MLT","Middle Africa","Southern Europe",2020,371.994,"distant"
"AGO","MOZ","Middle Africa","Eastern Africa",2019,47041.19,"distant"
"AGO","MOZ","Middle Africa","Eastern Africa",2020,1366.625,"distant"
"AGO","MOZ","Middle Africa","Eastern Africa",2021,247.03,"distant"
"AGO","MYS","Middle Africa","South-eastern Asia",2021,107.644,"distant"
"AGO","NAM","Middle Africa","Southern Africa",2019,1935.268,"adjacent"
"AGO","NAM","Middle Africa","Southern Africa",2020,59876.601,"adjacent"
"AGO","NAM","Middle Africa","Southern Africa",2021,82495.461,"adjacent"
"AGO","NGA","Middle Africa","Western Africa",2019,19.782,"distant"
"AGO","NGA","Middle Africa","Western Africa",2020,31.894,"distant"
"AGO","NGA","Middle Africa","Western Africa",2021,1810.997,"distant"
"AGO","NLD","Middle Africa","Western Europe",2019,71.354,"distant"
"AGO","NLD","Middle Africa","Western Europe",2020,7427.7,"distant"
"AGO","NLD","Middle Africa","Western Europe",2021,31.673,"distant"
"AGO","PAN","Middle Africa","Central America",2020,2580,"distant"
"AGO","PAN","Middle Africa","Central America",2021,1.028,"distant"
"AGO","PRT","Middle Africa","Southern Europe",2019,157605.056,"distant"
"AGO","PRT","Middle Africa","Southern Europe",2020,206145.818,"distant"
"AGO","PRT","Middle Africa","Southern Europe",2021,34096.038,"distant"
"AGO","SEN","Middle Africa","Western Africa",2020,261.259,"distant"
"AGO","SGP","Middle Africa","South-eastern Asia",2019,7.33,"distant"
"AGO","SGP","Middle Africa","South-eastern Asia",2020,7.247,"distant"
"AGO","SGP","Middle Africa","South-eastern Asia",2021,5.955,"distant"
"AGO","STP","Middle Africa","Middle Africa",2019,1150.756,"distant"
"AGO","STP","Middle Africa","Middle Africa",2020,589.202,"distant"
"AGO","STP","Middle Africa","Middle Africa",2021,7847.039,"distant"
"AGO","SWZ","Middle Africa","Southern Africa",2019,81.738,"distant"
"AGO","TGO","Middle Africa","Western Africa",2019,1967.563,"distant"
"AGO","THA","Middle Africa","South-eastern Asia",2021,0.56,"distant"
"AGO","TUR","Middle Africa","Western Asia",2020,1.01,"distant"
"AGO","USA","Middle Africa","Northern America",2019,2580.551,"distant"
"AGO","USA","Middle Africa","Northern America",2020,10120.295,"distant"
"AGO","USA","Middle Africa","Northern America",2021,2273.105,"distant"
"AGO","VEN","Middle Africa","South America",2021,208.956,"distant"
"AGO","ZAF","Middle Africa","Southern Africa",2019,224.784,"distant"
"AGO","ZAF","Middle Africa","Southern Africa",2020,366.077,"distant"
"AGO","ZAF","Middle Africa","Southern Africa",2021,62.793,"distant"
"AGO","ZMB","Middle Africa","Eastern Africa",2019,127.458,"adjacent"
"ALB","AUT","Southern Europe","Western Europe",2019,1060.353,"distant"
"ALB","AUT","Southern Europe","Western Europe",2020,1102.657,"distant"
"ALB","AUT","Southern Europe","Western Europe",2021,885.872,"distant"
"ALB","AZE","Southern Europe","Western Asia",2019,2833.28,"distant"
"ALB","BEL","Southern Europe","Western Europe",2019,38.264,"distant"
"ALB","BEL","Southern Europe","Western Europe",2020,5.288,"distant"
"ALB","BEL","Southern Europe","Western Europe",2021,1332.948,"distant"
"ALB","BFA","Southern Europe","Western Africa",2020,6998.951,"distant"
"ALB","BFA","Southern Europe","Western Africa",2021,79817.003,"distant"
"ALB","BGR","Southern Europe","Eastern Europe",2019,976.341,"distant"
"ALB","BGR","Southern Europe","Eastern Europe",2021,723.799,"distant"
"ALB","BIH","Southern Europe","Southern Europe",2019,11.41,"distant"
"ALB","BIH","Southern Europe","Southern Europe",2020,1193.35,"distant"
"ALB","BIH","Southern Europe","Southern Europe",2021,2645.3,"distant"
"ALB","CAN","Southern Europe","Northern America",2019,17826.377,"distant"
"ALB","CAN","Southern Europe","Northern America",2020,20391.415,"distant"
"ALB","CAN","Southern Europe","Northern America",2021,241.65,"distant"
"ALB","CHE","Southern Europe","Western Europe",2019,54.19,"distant"
"ALB","CHE","Southern Europe","Western Europe",2020,65.039,"distant"
"ALB","CHE","Southern Europe","Western Europe",2021,1090.871,"distant"
"ALB","CHL","Southern Europe","South America",2019,95376.61,"distant"
"ALB","COG","Southern Europe","Middle Africa",2019,853.37,"distant"
"ALB","COG","Southern Europe","Middle Africa",2020,50652.72,"distant"
"ALB","CRI","Southern Europe","Central America",2020,23802.09,"distant"
"ALB","CYP","Southern Europe","Western Asia",2019,11710.003,"distant"
"ALB","CYP","Southern Europe","Western Asia",2020,12212.36,"distant"
"ALB","CYP","Southern Europe","Western Asia",2021,173.862,"distant"
"ALB","CZE","Southern Europe","Eastern Europe",2019,10408,"distant"
"ALB","CZE","Southern Europe","Eastern Europe",2020,116392,"distant"
"ALB","CZE","Southern Europe","Eastern Europe",2021,73130,"distant"
"ALB","DEU","Southern Europe","Western Europe",2019,3052.091,"distant"
"ALB","DEU","Southern Europe","Western Europe",2020,637.602,"distant"
"ALB","DEU","Southern Europe","Western Europe",2021,4502.588,"distant"
"ALB","DNK","Southern Europe","Northern Europe",2021,1.113,"distant"
"ALB","DOM","Southern Europe","Caribbean",2019,8438.666,"distant"
"ALB","DOM","Southern Europe","Caribbean",2020,6524.22,"distant"
"ALB","DOM","Southern Europe","Caribbean",2021,16167.651,"distant"
"ALB","ESP","Southern Europe","Southern Europe",2019,99.637,"distant"
"ALB","ESP","Southern Europe","Southern Europe",2020,910.683,"distant"
"ALB","ESP","Southern Europe","Southern Europe",2021,325.785,"distant"
"ALB","FIN","Southern Europe","Northern Europe",2021,177.411,"distant"
"ALB","FRA","Southern Europe","Western Europe",2019,193221.14,"distant"
"ALB","FRA","Southern Europe","Western Europe",2020,112.066,"distant"
"ALB","FRA","Southern Europe","Western Europe",2021,191.604,"distant"
"ALB","GBR","Southern Europe","Northern Europe",2019,4199.533,"distant"
"ALB","GBR","Southern Europe","Northern Europe",2020,13751.35,"distant"
"ALB","GBR","Southern Europe","Northern Europe",2021,14239.554,"distant"
"ALB","GRC","Southern Europe","Southern Europe",2019,324000.693,"adjacent"
"ALB","GRC","Southern Europe","Southern Europe",2021,256730.343,"adjacent"
"ALB","GRC","Southern Europe","Southern Europe",2020,249726.307,"adjacent"
"ALB","GTM","Southern Europe","Central America",2021,2,"distant"
"ALB","HND","Southern Europe","Central America",2019,113373.2,"distant"
"ALB","HRV","Southern Europe","Southern Europe",2019,186,"distant"
"ALB","HRV","Southern Europe","Southern Europe",2020,37968,"distant"
"ALB","HUN","Southern Europe","Eastern Europe",2019,14257,"distant"
"ALB","HUN","Southern Europe","Eastern Europe",2020,61,"distant"
"ALB","IRL","Southern Europe","Northern Europe",2021,67012.884,"distant"
"ALB","ITA","Southern Europe","Southern Europe",2020,1098432.76,"adjacent"
"ALB","ITA","Southern Europe","Southern Europe",2019,2007558.746,"adjacent"
"ALB","ITA","Southern Europe","Southern Europe",2021,936431.093,"adjacent"
"ALB","KGZ","Southern Europe","Central Asia",2019,57,"distant"
"ALB","KOR","Southern Europe","Eastern Asia",2021,23,"distant"
"ALB","LBN","Southern Europe","Western Asia",2019,827.11,"distant"
"ALB","LBN","Southern Europe","Western Asia",2021,719,"distant"
"ALB","LBY","Southern Europe","Northern Africa",2021,131274.007,"distant"
"ALB","LUX","Southern Europe","Western Europe",2019,5.67,"distant"
"ALB","LVA","Southern Europe","Northern Europe",2021,257.837,"distant"
"ALB","MDA","Southern Europe","Eastern Europe",2019,1277,"distant"
"ALB","MKD","Southern Europe","Southern Europe",2020,285608.35,"adjacent"
"ALB","MKD","Southern Europe","Southern Europe",2021,288046.78,"adjacent"
"ALB","MKD","Southern Europe","Southern Europe",2019,287185.84,"adjacent"
"ALB","MLT","Southern Europe","Southern Europe",2021,26.02,"distant"
"ALB","MNE","Southern Europe","Southern Europe",2020,71402.342,"adjacent"
"ALB","MNE","Southern Europe","Southern Europe",2019,15804.213,"adjacent"
"ALB","MNE","Southern Europe","Southern Europe",2021,5071.976,"adjacent"
"ALB","MOZ","Southern Europe","Eastern Africa",2019,396915.97,"distant"
"ALB","MOZ","Southern Europe","Eastern Africa",2021,47.36,"distant"
"ALB","NER","Southern Europe","Western Africa",2019,125.803,"distant"
"ALB","NER","Southern Europe","Western Africa",2020,33711.599,"distant"
"ALB","NER","Southern Europe","Western Africa",2021,166.9,"distant"
"ALB","NIC","Southern Europe","Central America",2021,81.08,"distant"
"ALB","NLD","Southern Europe","Western Europe",2019,515909.594,"distant"
"ALB","NLD","Southern Europe","Western Europe",2020,238475.676,"distant"
"ALB","NLD","Southern Europe","Western Europe",2021,935773.489,"distant"
"ALB","OMN","Southern Europe","Western Asia",2021,13.004,"distant"
"ALB","PAN","Southern Europe","Central America",2020,348426,"distant"
"ALB","PAN","Southern Europe","Central America",2021,308750,"distant"
"ALB","POL","Southern Europe","Eastern Europe",2019,4809,"distant"
"ALB","POL","Southern Europe","Eastern Europe",2020,660,"distant"
"ALB","POL","Southern Europe","Eastern Europe",2021,392,"distant"
"ALB","PRT","Southern Europe","Southern Europe",2020,36.55,"distant"
"ALB","PRT","Southern Europe","Southern Europe",2021,13.01,"distant"
"ALB","QAT","Southern Europe","Western Asia",2019,50615.605,"distant"
"ALB","QAT","Southern Europe","Western Asia",2020,36202.585,"distant"
"ALB","QAT","Southern Europe","Western Asia",2021,97427.246,"distant"
"ALB","ROU","Southern Europe","Eastern Europe",2020,104565.17,"distant"
"ALB","ROU","Southern Europe","Eastern Europe",2021,113845.69,"distant"
"ALB","SEN","Southern Europe","Western Africa",2019,14540.667,"distant"
"ALB","SEN","Southern Europe","Western Africa",2020,10533.042,"distant"
"ALB","SEN","Southern Europe","Western Africa",2021,20231.478,"distant"
"ALB","SGP","Southern Europe","South-eastern Asia",2020,13.044,"distant"
"ALB","SLV","Southern Europe","Central America",2020,129060.36,"distant"
"ALB","SLV","Southern Europe","Central America",2021,1254.39,"distant"
"ALB","SRB","Southern Europe","Southern Europe",2021,48733,"adjacent"
"ALB","SRB","Southern Europe","Southern Europe",2020,87261,"adjacent"
"ALB","SRB","Southern Europe","Southern Europe",2019,19964,"adjacent"
"ALB","SVK","Southern Europe","Eastern Europe",2019,529.512,"distant"
"ALB","SVK","Southern Europe","Eastern Europe",2020,25.128,"distant"
"ALB","SVK","Southern Europe","Eastern Europe",2021,89.888,"distant"
"ALB","SVN","Southern Europe","Southern Europe",2019,7580.76,"distant"
"ALB","SVN","Southern Europe","Southern Europe",2020,21980.11,"distant"
"ALB","SVN","Southern Europe","Southern Europe",2021,27250.45,"distant"
"ALB","SWE","Southern Europe","Northern Europe",2019,105.727,"distant"
"ALB","TUN","Southern Europe","Northern Africa",2021,66625.864,"distant"
"ALB","TUR","Southern Europe","Western Asia",2019,213374,"distant"
"ALB","TUR","Southern Europe","Western Asia",2020,12073,"distant"
"ALB","TUR","Southern Europe","Western Asia",2021,20,"distant"
"ALB","UGA","Southern Europe","Eastern Africa",2019,3564,"distant"
"ALB","UGA","Southern Europe","Eastern Africa",2020,148526,"distant"
"ALB","UGA","Southern Europe","Eastern Africa",2021,165069.358,"distant"
"ALB","USA","Southern Europe","Northern America",2019,2945,"distant"
"ALB","USA","Southern Europe","Northern America",2020,44545,"distant"
"ALB","USA","Southern Europe","Northern America",2021,39806,"distant"
"ALB","ZWE","Southern Europe","Eastern Africa",2020,78322.688,"distant"
"AND","ALB","Southern Europe","Southern Europe",2021,111.75,"distant"
"AND","ARG","Southern Europe","South America",2019,72.483,"distant"
"AND","ARG","Southern Europe","South America",2020,149.611,"distant"
"AND","ARG","Southern Europe","South America",2021,6936.235,"distant"
"AND","AUT","Southern Europe","Western Europe",2020,10684.129,"distant"
"AND","AUT","Southern Europe","Western Europe",2021,5.914,"distant"
"AND","BEL","Southern Europe","Western Europe",2019,6619.041,"distant"
"AND","BEL","Southern Europe","Western Europe",2020,395.042,"distant"
"AND","BEL","Southern Europe","Western Europe",2021,2818.494,"distant"
"AND","BEN","Southern Europe","Western Africa",2020,195991.528,"distant"
"AND","BGR","Southern Europe","Eastern Europe",2021,365.835,"distant"
"AND","BRA","Southern Europe","South America",2020,625.101,"distant"
"AND","BRA","Southern Europe","South America",2021,282.328,"distant"
"AND","CAF","Southern Europe","Middle Africa",2020,2609.875,"distant"
"AND","CAN","Southern Europe","Northern America",2019,544.144,"distant"
"AND","CAN","Southern Europe","Northern America",2020,6231.953,"distant"
"AND","CAN","Southern Europe","Northern America",2021,616.488,"distant"
"AND","CHE","Southern Europe","Western Europe",2019,212.437,"distant"
"AND","CHE","Southern Europe","Western Europe",2020,296.409,"distant"
"AND","CHE","Southern Europe","Western Europe",2021,2710.218,"distant"
"AND","CHL","Southern Europe","South America",2019,946.626,"distant"
"AND","CHL","Southern Europe","South America",2020,723.375,"distant"
"AND","CHL","Southern Europe","South America",2021,748.068,"distant"
"AND","CHN","Southern Europe","Eastern Asia",2019,24,"distant"
"AND","CHN","Southern Europe","Eastern Asia",2020,34,"distant"
"AND","CHN","Southern Europe","Eastern Asia",2021,239,"distant"
"AND","CIV","Southern Europe","Western Africa",2019,23028.288,"distant"
"AND","COL","Southern Europe","South America",2019,606.069,"distant"
"AND","COL","Southern Europe","South America",2021,652.645,"distant"
"AND","CUB","Southern Europe","Caribbean",2021,100574.267,"distant"
"AND","CZE","Southern Europe","Eastern Europe",2021,105.269,"distant"
"AND","DEU","Southern Europe","Western Europe",2019,4962.086,"distant"
"AND","DEU","Southern Europe","Western Europe",2020,3465.675,"distant"
"AND","DEU","Southern Europe","Western Europe",2021,3740.059,"distant"
"AND","DNK","Southern Europe","Northern Europe",2020,642.093,"distant"
"AND","DNK","Southern Europe","Northern Europe",2021,738.669,"distant"
"AND","ESP","Southern Europe","Southern Europe",2019,587.748,"adjacent"
"AND","ESP","Southern Europe","Southern Europe",2021,53644.866,"adjacent"
"AND","ESP","Southern Europe","Southern Europe",2020,2923.219,"adjacent"
"AND","EST","Southern Europe","Northern Europe",2020,117.674,"distant"
"AND","ETH","Southern Europe","Eastern Africa",2019,19.96,"distant"
"AND","ETH","Southern Europe","Eastern Africa",2020,165667.24,"distant"
"AND","ETH","Southern Europe","Eastern Africa",2021,12244.89,"distant"
"AND","FIN","Southern Europe","Northern Europe",2021,27.055,"distant"
"AND","FRA","Southern Europe","Western Europe",2019,10314.144,"adjacent"
"AND","FRA","Southern Europe","Western Europe",2021,311429.716,"adjacent"
"AND","FRA","Southern Europe","Western Europe",2020,283535.205,"adjacent"
"AND","GBR","Southern Europe","Northern Europe",2019,5111.418,"distant"
"AND","GBR","Southern Europe","Northern Europe",2020,3742.906,"distant"
"AND","GBR","Southern Europe","Northern Europe",2021,4473.808,"distant"
"AND","GRC","Southern Europe","Southern Europe",2021,263.495,"distant"
"AND","HRV","Southern Europe","Southern Europe",2021,92.694,"distant"
"AND","HUN","Southern Europe","Eastern Europe",2021,30.326,"distant"
"AND","IRL","Southern Europe","Northern Europe",2019,178.522,"distant"
"AND","IRL","Southern Europe","Northern Europe",2020,671.46,"distant"
"AND","IRL","Southern Europe","Northern Europe",2021,327908.838,"distant"
"AND","ISL","Southern Europe","Northern Europe",2021,73.908,"distant"
"AND","ISR","Southern Europe","Western Asia",2019,100.357,"distant"
"AND","ISR","Southern Europe","Western Asia",2021,208.208,"distant"
